time,altitude,velocity,accel_x,accel_y,accel_z,temperature,voltage
8927,1.49452e+06,7780.2,0.964472,0.278387,0.0202003,-4.64552,9.98358
8928,1.49459e+06,7780.2,0.965629,0.266063,0.0163282,-4.64854,9.98369
8929,1.49467e+06,7780.21,0.996977,0.252844,0.0103296,-4.64733,9.98367
8930,1.49475e+06,7780.2,0.979651,0.239769,0.0231965,-4.6301,9.98347
8931,1.49483e+06,7780.23,0.963755,0.193258,0.0196645,-4.64372,9.98352
8932,1.49491e+06,7780.2,0.989417,0.253438,0.0214571,-4.68094,9.9835
8933,1.49498e+06,7780.21,0.972478,0.198528,-0.00710521,-4.6804,9.98339
8934,1.49506e+06,7780.21,0.986371,0.179432,0.0144129,-4.65259,9.98318
8935,1.49514e+06,7780.19,0.998011,0.206573,0.013625,-4.62577,9.98322
8936,1.49522e+06,7780.19,0.980125,0.187887,-0.023498,-4.63639,9.98341
8937,1.49529e+06,7780.19,0.965356,0.165444,-0.0405679,-4.63631,9.98356
8938,1.49537e+06,7780.18,0.973158,0.155089,0.00312459,-4.64989,9.98353
8939,1.49545e+06,7780.17,0.994004,0.146202,-0.0158305,-4.65357,9.98384
8940,1.49553e+06,7780.18,0.998838,0.131274,0.0235376,-4.6488,9.98386
8941,1.49561e+06,7780.13,0.968266,0.093064,-0.0234461,-4.62117,9.98395
8942,1.49568e+06,7780.15,0.9803,0.11899,0.00152764,-4.62046,9.9841
8943,1.49576e+06,7780.16,1.00566,0.107751,0.00670632,-4.62285,9.98441
8944,1.49584e+06,7780.15,0.990361,0.0881557,0.011747,-4.60451,9.98451
8945,1.49592e+06,7780.16,0.997451,0.106068,-0.0137231,-4.60421,9.98453
8946,1.49599e+06,7780.15,0.990242,0.072358,0.00523035,-4.59772,9.98481
8947,1.49607e+06,7780.13,0.968729,0.0411479,-0.0148176,-4.55141,9.98473
8948,1.49615e+06,7780.14,0.980567,0.0264871,-0.0164549,-4.55419,9.98479
8949,1.49623e+06,7780.13,0.96348,0.0273334,-0.00201253,-4.55316,9.98488
8950,1.49631e+06,7780.14,1.01167,0.0374345,0.0448494,-4.52948,9.98491
8951,1.49638e+06,7780.16,0.997025,0.0475509,-0.00871032,-4.50099,9.98483
8952,1.49646e+06,7780.16,0.980404,-0.00395583,-0.0087367,-4.4795,9.98498
8953,1.49654e+06,7780.15,0.995026,0.0197648,0.00842297,-4.49776,9.98518
8954,1.49662e+06,7780.15,0.985255,-0.00416611,-0.00580725,-4.49068,9.98544
8955,1.4967e+06,7780.16,0.99975,-0.0220031,0.013221,-4.47318,9.9858
8956,1.49677e+06,7780.16,1.04131,-0.0224013,-0.0192861,-4.44226,9.98605
8957,1.49685e+06,7780.16,0.995655,-0.0176966,-5.87667e-05,-4.45925,9.98558
8958,1.49693e+06,7780.14,0.993696,-0.0424867,-0.0201126,-4.42711,9.98554
8959,1.49701e+06,7780.11,0.992843,-0.0839817,-0.00658012,-4.41454,9.98563
8960,1.49708e+06,7780.08,0.980663,-0.0653529,-0.0265528,-4.42351,9.98507
8961,1.49716e+06,7780.08,0.996776,-0.116403,-0.00466223,-4.43246,9.98485
8962,1.49724e+06,7780.08,0.991909,-0.076809,0.0138078,-4.44072,9.98511
8963,1.49732e+06,7780.1,1.05217,-0.059009,0.0406048,-4.43397,9.98519
8964,1.4974e+06,7780.12,1.03659,-0.0782118,-0.00706479,-4.41562,9.98538
8965,1.49747e+06,7780.15,0.973615,-0.109966,-0.0115887,-4.42896,9.98543
8966,1.49755e+06,7780.18,0.978495,-0.126416,-0.00208569,-4.42285,9.98542
8967,1.49763e+06,7780.14,0.971435,-0.12803,-0.00918288,-4.40808,9.98545
8968,1.49771e+06,7780.15,1.01306,-0.181048,-0.020047,-4.39733,9.98584
8969,1.49778e+06,7780.16,0.993461,-0.142189,-0.0127231,-4.40599,9.98576
8970,1.49786e+06,7780.15,0.991258,-0.158065,-0.00637009,-4.4152,9.98614
8971,1.49794e+06,7780.17,1.00919,-0.147542,-0.0119984,-4.38442,9.98634
8972,1.49802e+06,7780.17,0.97269,-0.207534,0.0228859,-4.3977,9.9862
8973,1.4981e+06,7780.16,0.996,-0.192269,0.00224122,-4.39541,9.98651
8974,1.49817e+06,7780.15,0.983718,-0.199785,-0.0395172,-4.3847,9.98689
8975,1.49825e+06,7780.16,0.959883,-0.202709,0.00367827,-4.38002,9.98716
8976,1.49833e+06,7780.13,0.969593,-0.222493,-0.0239802,-4.38797,9.98708
8977,1.49841e+06,7780.16,0.988695,-0.230454,0.0180803,-4.37658,9.98689
8978,1.49848e+06,7780.15,0.99797,-0.187388,0.0106716,-4.38885,9.98658
8979,1.49856e+06,7780.2,0.958692,-0.218949,-0.0314587,-4.40151,9.98672
8980,1.49864e+06,7780.17,0.969183,-0.277009,0.00288412,-4.39459,9.98668
8981,1.49872e+06,7780.16,0.994453,-0.290911,0.0323325,-4.41242,9.98648
8982,1.4988e+06,7780.17,0.9676,-0.267775,0.00671741,-4.44419,9.98644
8983,1.49887e+06,7780.2,0.98375,-0.31923,0.00651406,-4.43905,9.98629
8984,1.49895e+06,7780.18,0.946229,-0.285916,-0.0194685,-4.41932,9.98637
8985,1.49903e+06,7780.21,0.937748,-0.32297,0.00612937,-4.42077,9.98653
8986,1.49911e+06,7780.22,0.947473,-0.289506,-0.0163727,-4.42774,9.9867
8987,1.49918e+06,7780.23,0.940778,-0.333622,-0.000379875,-4.40277,9.98664
8988,1.49926e+06,7780.25,0.922133,-0.324021,0.00161717,-4.39789,9.98655
8989,1.49934e+06,7780.23,0.952392,-0.381499,-0.0326444,-4.36398,9.98667
8990,1.49942e+06,7780.23,0.939539,-0.351416,-0.00158657,-4.3798,9.98699
8991,1.4995e+06,7780.24,0.94064,-0.379521,0.0160488,-4.355,9.98666
8992,1.49957e+06,7780.25,0.923175,-0.377509,-0.0161599,-4.36429,9.98645
8993,1.49965e+06,7780.25,0.936887,-0.390324,0.00316276,-4.4047,9.98608
8994,1.49973e+06,7780.25,0.929274,-0.3724,0.0222052,-4.40625,9.9858
8995,1.49981e+06,7780.27,0.878838,-0.403921,-0.0157987,-4.36808,9.98575
8996,1.49989e+06,7780.28,0.89425,-0.419653,-0.0168057,-4.33332,9.98579
8997,1.49996e+06,7780.29,0.905863,-0.441298,0.0166788,-4.33931,9.98612
8998,1.50004e+06,7780.23,0.887549,-0.452117,-0.00421565,-4.34894,9.98601
8999,1.50012e+06,7780.22,0.9109,-0.423542,0.00110395,-4.34717,9.9858
9000,1.5002e+06,7780.19,0.896889,-0.468383,0.000764325,-4.34494,9.98582
9001,1.50027e+06,7780.21,0.848006,-0.45303,-0.0490413,-4.37164,9.98599
9002,1.50035e+06,7780.19,0.881924,-0.504502,-0.0131345,-4.38724,9.98578
9003,1.50043e+06,7780.2,0.847346,-0.452028,-0.00801725,-4.39116,9.98586
9004,1.50051e+06,7780.21,0.873936,-0.492682,0.0167316,-4.34918,9.98629
9005,1.50059e+06,7780.22,0.850174,-0.531019,0.0228875,-4.37497,9.98617
9006,1.50066e+06,7780.23,0.860841,-0.529715,-0.0245783,-4.33589,9.98629
9007,1.50074e+06,7780.22,0.854348,-0.506753,0.00300186,-4.34619,9.98635
9008,1.50082e+06,7780.19,0.855452,-0.539904,0.00440585,-4.37357,9.98652
9009,1.5009e+06,7780.19,0.860062,-0.533193,-0.0138748,-4.40684,9.98651
9010,1.50097e+06,7780.18,0.872463,-0.540224,0.0116753,-4.41227,9.98663
9011,1.50105e+06,7780.19,0.825588,-0.575657,-0.0303844,-4.41872,9.98663
9012,1.50113e+06,7780.2,0.845415,-0.502389,-0.00210143,-4.4411,9.98631
9013,1.50121e+06,7780.15,0.811195,-0.563986,0.0337412,-4.45939,9.98634
9014,1.50129e+06,7780.15,0.808323,-0.587353,0.00560661,-4.45252,9.98624
9015,1.50136e+06,7780.16,0.863762,-0.578469,-0.0277527,-4.48943,9.98625
9016,1.50144e+06,7780.16,0.791544,-0.580621,-0.0149455,-4.50089,9.98628
9017,1.50152e+06,7780.15,0.808425,-0.599204,-0.000391806,-4.4659,9.98608
9018,1.5016e+06,7780.18,0.819312,-0.572384,-0.0527012,-4.49613,9.98614
9019,1.50167e+06,7780.19,0.785784,-0.62841,-0.0163011,-4.4845,9.98621
9020,1.50175e+06,7780.19,0.761613,-0.615668,-0.0521716,-4.47912,9.98633
9021,1.50183e+06,7780.2,0.797098,-0.62228,-0.00114784,-4.48488,9.98644
9022,1.50191e+06,7780.23,0.784795,-0.618998,0.00170832,-4.47223,9.98615
9023,1.50199e+06,7780.22,0.742254,-0.656137,0.00747238,-4.46126,9.98619
9024,1.50206e+06,7780.26,0.759215,-0.626875,0.033349,-4.45824,9.98571
9025,1.50214e+06,7780.25,0.732348,-0.668127,-0.0428966,-4.46683,9.98552
9026,1.50222e+06,7780.28,0.747624,-0.658856,0.0163689,-4.4896,9.98584
9027,1.5023e+06,7780.3,0.761022,-0.665068,-0.0224208,-4.46631,9.98565
9028,1.50237e+06,7780.27,0.687391,-0.690585,-0.00783191,-4.45153,9.98577
9029,1.50245e+06,7780.27,0.70246,-0.661784,0.0107516,-4.47352,9.98639
9030,1.50253e+06,7780.27,0.711789,-0.685849,0.0061632,-4.49756,9.98651
9031,1.50261e+06,7780.26,0.722055,-0.676538,-0.00628312,-4.48695,9.98645
9032,1.50269e+06,7780.28,0.711405,-0.733921,-0.0202061,-4.44764,9.98657
9033,1.50276e+06,7780.27,0.689055,-0.738279,0.0430573,-4.46879,9.98645
9034,1.50284e+06,7780.3,0.688183,-0.685292,0.00755104,-4.4826,9.98673
9035,1.50292e+06,7780.26,0.655439,-0.731182,0.000286545,-4.46622,9.98675
9036,1.503e+06,7780.28,0.674738,-0.716825,-0.0265991,-4.47834,9.98676
9037,1.50307e+06,7780.3,0.665344,-0.759556,0.00254181,-4.49441,9.98667
9038,1.50315e+06,7780.32,0.696906,-0.719648,-0.0145955,-4.51626,9.98683
9039,1.50323e+06,7780.34,0.633099,-0.760598,-0.0294418,-4.48173,9.98684
9040,1.50331e+06,7780.32,0.654973,-0.774463,0.0168082,-4.48801,9.98686
9041,1.50339e+06,7780.29,0.611498,-0.746035,0.0154769,-4.48026,9.98687
9042,1.50346e+06,7780.33,0.619662,-0.762022,0.0104707,-4.50402,9.98711
9043,1.50354e+06,7780.29,0.674277,-0.758974,0.00649983,-4.48374,9.9872
9044,1.50362e+06,7780.32,0.634431,-0.81936,0.00598632,-4.48723,9.98725
9045,1.5037e+06,7780.28,0.617903,-0.783281,-0.0367026,-4.49579,9.98718
9046,1.50377e+06,7780.3,0.591302,-0.801216,-0.000584062,-4.47249,9.98713
9047,1.50385e+06,7780.3,0.562938,-0.82361,0.0229402,-4.466,9.9871
9048,1.50393e+06,7780.34,0.593747,-0.779867,0.00298389,-4.45732,9.98713
9049,1.50401e+06,7780.32,0.555576,-0.818823,0.00893085,-4.44329,9.98725
9050,1.50409e+06,7780.3,0.592907,-0.848376,-0.0378395,-4.43641,9.98728
9051,1.50416e+06,7780.3,0.57855,-0.836745,-0.0321621,-4.44477,9.98734
9052,1.50424e+06,7780.3,0.536302,-0.835444,0.0391156,-4.41161,9.98716
9053,1.50432e+06,7780.3,0.531465,-0.848513,0.0150612,-4.42007,9.98734
9054,1.5044e+06,7780.33,0.510097,-0.819009,-0.00416884,-4.44842,9.98784
9055,1.50448e+06,7780.32,0.543989,-0.845291,0.00542608,-4.46415,9.98798
9056,1.50455e+06,7780.3,0.501281,-0.862023,-0.0183705,-4.46652,9.98817
9057,1.50463e+06,7780.28,0.475837,-0.875657,-0.0110062,-4.48709,9.98779
9058,1.50471e+06,7780.27,0.518802,-0.883204,-0.0148542,-4.49379,9.98756
9059,1.50479e+06,7780.27,0.507273,-0.877201,-0.0161533,-4.50611,9.98776
9060,1.50486e+06,7780.27,0.456185,-0.865443,-0.0069956,-4.52448,9.98764
9061,1.50494e+06,7780.27,0.466345,-0.874225,-0.00494242,-4.52145,9.98816
9062,1.50502e+06,7780.27,0.469821,-0.900476,-0.00589568,-4.52412,9.98833
9063,1.5051e+06,7780.26,0.455317,-0.887787,-0.0140528,-4.49419,9.9883
9064,1.50518e+06,7780.31,0.45813,-0.909869,0.0352836,-4.4975,9.98824
9065,1.50525e+06,7780.27,0.438827,-0.915891,0.00764841,-4.48969,9.98811
9066,1.50533e+06,7780.28,0.414114,-0.920091,-0.0116249,-4.4637,9.98825
9067,1.50541e+06,7780.29,0.43173,-0.908579,-0.0159443,-4.45846,9.98808
9068,1.50549e+06,7780.28,0.418878,-0.896773,0.0138393,-4.47506,9.98821
9069,1.50556e+06,7780.3,0.413485,-0.914338,-0.0116213,-4.47569,9.98823
9070,1.50564e+06,7780.31,0.394998,-0.894287,-0.0171301,-4.46727,9.98817
9071,1.50572e+06,7780.26,0.413493,-0.929578,0.0195658,-4.46476,9.98815
9072,1.5058e+06,7780.27,0.398214,-0.926823,0.0014939,-4.47156,9.98851
9073,1.50588e+06,7780.23,0.339636,-0.948232,-0.0196932,-4.47487,9.98871
9074,1.50595e+06,7780.25,0.35584,-0.926977,0.0320924,-4.47644,9.98899
9075,1.50603e+06,7780.24,0.30282,-0.924013,-0.00481536,-4.48251,9.98886
9076,1.50611e+06,7780.23,0.347423,-0.916031,0.00779075,-4.49849,9.98901
9077,1.50619e+06,7780.26,0.308783,-0.929138,0.00805753,-4.49544,9.98889
9078,1.50626e+06,7780.22,0.334605,-0.947579,-0.00400416,-4.46951,9.9886
9079,1.50634e+06,7780.22,0.295838,-0.945888,-0.0242234,-4.45092,9.98853
9080,1.50642e+06,7780.22,0.297998,-0.944306,0.0088601,-4.46184,9.98881
9081,1.5065e+06,7780.19,0.294458,-0.963889,0.00777249,-4.47017,9.98888
9082,1.50658e+06,7780.17,0.3017,-0.981966,0.00298747,-4.51409,9.989
9083,1.50665e+06,7780.19,0.274687,-0.977244,0.00409492,-4.52551,9.98947
9084,1.50673e+06,7780.2,0.260193,-0.956376,0.0119954,-4.49938,9.98943
9085,1.50681e+06,7780.24,0.328575,-0.976873,0.016656,-4.46706,9.98952
9086,1.50689e+06,7780.23,0.240097,-0.926246,-0.00316158,-4.44891,9.9895
9087,1.50696e+06,7780.22,0.245539,-0.984943,-0.00876078,-4.44309,9.98959
9088,1.50704e+06,7780.23,0.22284,-0.952514,0.0181817,-4.50363,9.98983
9089,1.50712e+06,7780.25,0.215268,-1.00938,-0.0134909,-4.51714,9.98989
9090,1.5072e+06,7780.24,0.213493,-0.970969,0.015407,-4.51723,9.98993
9091,1.50728e+06,7780.21,0.18278,-1.0065,0.0118197,-4.53215,9.98975
9092,1.50735e+06,7780.24,0.194814,-0.982346,-0.012974,-4.51695,9.98966
9093,1.50743e+06,7780.23,0.19522,-0.993607,0.0380201,-4.48282,9.98975
9094,1.50751e+06,7780.29,0.161145,-1.00696,0.0191288,-4.47348,9.98956
9095,1.50759e+06,7780.26,0.161626,-0.975586,-0.0152705,-4.4985,9.98958
9096,1.50766e+06,7780.27,0.138061,-1.01336,-0.0329912,-4.52374,9.98951
9097,1.50774e+06,7780.23,0.12592,-0.986116,0.0188488,-4.52496,9.98946
9098,1.50782e+06,7780.25,0.132892,-0.979704,0.0190418,-4.51373,9.98934
9099,1.5079e+06,7780.28,0.113293,-0.963362,-0.0110775,-4.51368,9.98999
9100,1.50798e+06,7780.29,0.0988077,-0.970495,0.0204855,-4.47841,9.98944
9101,1.50805e+06,7780.29,0.0994803,-1.02944,-0.00357162,-4.47987,9.98926
9102,1.50813e+06,7780.28,0.105496,-0.998604,0.0390292,-4.47324,9.98914
9103,1.50821e+06,7780.29,0.0734708,-0.99177,0.000468041,-4.47352,9.98926
9104,1.50829e+06,7780.31,0.0702568,-0.960665,0.0158903,-4.46759,9.98919
9105,1.50836e+06,7780.31,0.0645284,-0.965756,0.00250417,-4.44755,9.98935
9106,1.50844e+06,7780.3,0.0260028,-0.980209,0.0116934,-4.46959,9.98927
9107,1.50852e+06,7780.28,0.0620789,-1.00588,0.0224654,-4.47282,9.98946
9108,1.5086e+06,7780.24,0.0217471,-0.99812,-0.00301188,-4.46515,9.98936
9109,1.50868e+06,7780.26,0.0251868,-0.997483,-0.0275321,-4.40732,9.98971
9110,1.50875e+06,7780.29,0.0300832,-0.986889,-0.00250702,-4.40972,9.98951
9111,1.50883e+06,7780.31,0.0462087,-1.01042,0.0214118,-4.3824,9.98953
9112,1.50891e+06,7780.32,-0.0143065,-0.988807,0.0132234,-4.35325,9.98901
9113,1.50899e+06,7780.33,-0.0255925,-1.02376,-0.00061224,-4.36983,9.98922
9114,1.50907e+06,7780.36,-0.0594233,-1.00516,-0.0222247,-4.37173,9.9892
9115,1.50914e+06,7780.36,-0.0319625,-1.02076,0.00127606,-4.37447,9.98914
9116,1.50922e+06,7780.36,-0.0530035,-0.984024,-0.0171686,-4.38958,9.98895
9117,1.5093e+06,7780.38,-0.102,-0.995068,-0.0104471,-4.3722,9.98892
9118,1.50938e+06,7780.35,-0.0737806,-1.00738,-0.000383641,-4.37504,9.98912
9119,1.50945e+06,7780.37,-0.0803243,-0.959693,0.0423516,-4.40467,9.98938
9120,1.50953e+06,7780.38,-0.125224,-1.01838,0.00908871,-4.41862,9.9894
9121,1.50961e+06,7780.36,-0.0986642,-0.995038,0.0215151,-4.44414,9.9893
9122,1.50969e+06,7780.32,-0.122533,-1.0024,0.0122761,-4.44938,9.98905
9123,1.50977e+06,7780.3,-0.110733,-1.00366,0.00988315,-4.38775,9.98893
9124,1.50984e+06,7780.27,-0.126469,-1.03102,-0.0197842,-4.37508,9.98923
9125,1.50992e+06,7780.27,-0.144463,-0.986072,-0.0198314,-4.38501,9.98937
9126,1.51e+06,7780.25,-0.11321,-0.984809,-0.0101936,-4.39255,9.9894
9127,1.51008e+06,7780.24,-0.178521,-0.978615,0.0125678,-4.39636,9.98936
9128,1.51015e+06,7780.24,-0.134756,-0.984662,0.034537,-4.38416,9.98956
9129,1.51023e+06,7780.22,-0.162653,-0.999934,0.00167877,-4.36408,9.98967
9130,1.51031e+06,7780.21,-0.223118,-0.987137,0.0247486,-4.3825,9.9899
9131,1.51039e+06,7780.19,-0.205186,-0.974602,0.0096493,-4.409,9.98967
9132,1.51047e+06,7780.23,-0.252169,-0.969612,-0.0134274,-4.42534,9.98969
9133,1.51054e+06,7780.22,-0.1906,-0.948199,-0.0238732,-4.4113,9.98974
9134,1.51062e+06,7780.22,-0.264739,-0.964055,0.00274083,-4.40098,9.9899
9135,1.5107e+06,7780.22,-0.233854,-0.948127,-0.00186129,-4.39484,9.99005
9136,1.51078e+06,7780.22,-0.256575,-0.983906,-0.0450521,-4.36394,9.99008
9137,1.51085e+06,7780.2,-0.263917,-0.965537,-0.0378651,-4.3886,9.99003
9138,1.51093e+06,7780.2,-0.279023,-0.998147,-0.0170997,-4.39001,9.9898
9139,1.51101e+06,7780.22,-0.308257,-0.976797,-0.0103026,-4.41375,9.98979
9140,1.51109e+06,7780.19,-0.279439,-0.967549,-0.030939,-4.38622,9.98997
9141,1.51117e+06,7780.17,-0.308135,-0.970732,-0.00669477,-4.40563,9.98978
9142,1.51124e+06,7780.15,-0.287432,-0.968166,0.000855514,-4.40063,9.99002
9143,1.51132e+06,7780.17,-0.316333,-0.966618,-0.00646189,-4.39256,9.99007
9144,1.5114e+06,7780.16,-0.338829,-0.955172,0.0271522,-4.43227,9.99025
9145,1.51148e+06,7780.15,-0.333339,-0.937557,-0.00221202,-4.4692,9.99017
9146,1.51155e+06,7780.17,-0.341423,-0.971447,0.000199118,-4.45504,9.99012
9147,1.51163e+06,7780.18,-0.356208,-0.925464,-0.0220675,-4.44129,9.98991
9148,1.51171e+06,7780.17,-0.367978,-0.972707,-0.0185033,-4.41838,9.98995
9149,1.51179e+06,7780.16,-0.36719,-0.924621,0.0362922,-4.40875,9.98975
9150,1.51187e+06,7780.14,-0.366933,-0.917463,-0.00553707,-4.38462,9.9896
9151,1.51194e+06,7780.13,-0.404357,-0.918424,-0.0297974,-4.35604,9.98954
9152,1.51202e+06,7780.12,-0.405747,-0.940718,-0.0194533,-4.3557,9.98936
9153,1.5121e+06,7780.15,-0.455603,-0.895045,0.0146817,-4.36064,9.98958
9154,1.51218e+06,7780.14,-0.430289,-0.896341,0.0172029,-4.35376,9.98996
9155,1.51225e+06,7780.15,-0.435815,-0.959195,-0.053342,-4.37595,9.99058
9156,1.51233e+06,7780.17,-0.464601,-0.908063,-0.00349486,-4.38059,9.99049
9157,1.51241e+06,7780.18,-0.435553,-0.90673,-0.011865,-4.35723,9.9905
9158,1.51249e+06,7780.18,-0.435888,-0.91937,-0.00156964,-4.33211,9.99051
9159,1.51257e+06,7780.15,-0.481306,-0.892181,0.0198599,-4.31587,9.99049
9160,1.51264e+06,7780.15,-0.473754,-0.882699,0.0274304,-4.32657,9.99042
9161,1.51272e+06,7780.12,-0.434554,-0.891767,-0.00464525,-4.33177,9.99019
9162,1.5128e+06,7780.15,-0.48194,-0.874186,-0.0409667,-4.3306,9.9899
9163,1.51288e+06,7780.14,-0.513895,-0.868197,0.000782461,-4.32586,9.98974
9164,1.51296e+06,7780.13,-0.508587,-0.831874,-0.000262365,-4.31431,9.98972
9165,1.51303e+06,7780.09,-0.537706,-0.848981,0.0225239,-4.3191,9.98962
9166,1.51311e+06,7780.09,-0.514418,-0.83757,-0.0019501,-4.36044,9.98949
9167,1.51319e+06,7780.11,-0.531058,-0.857904,-0.0125313,-4.36822,9.98947
9168,1.51327e+06,7780.12,-0.540516,-0.814163,-0.02846,-4.33895,9.9892
9169,1.51334e+06,7780.13,-0.583502,-0.82678,-0.013577,-4.33353,9.98911
9170,1.51342e+06,7780.14,-0.578021,-0.832399,-0.0206965,-4.33893,9.98932
9171,1.5135e+06,7780.11,-0.528452,-0.823133,-0.0217081,-4.34577,9.98956
9172,1.51358e+06,7780.14,-0.571602,-0.819695,-0.00768399,-4.36311,9.98946
9173,1.51366e+06,7780.16,-0.565117,-0.790257,0.0065212,-4.35855,9.98946
9174,1.51373e+06,7780.17,-0.60016,-0.801103,-0.00634815,-4.35492,9.9895
9175,1.51381e+06,7780.14,-0.630571,-0.78271,0.0174672,-4.34128,9.98921
9176,1.51389e+06,7780.11,-0.595417,-0.794796,-0.0154649,-4.34695,9.98913
9177,1.51397e+06,7780.11,-0.631737,-0.782522,-0.0233828,-4.33143,9.98938
9178,1.51404e+06,7780.1,-0.634881,-0.789993,0.0315913,-4.28599,9.98887
9179,1.51412e+06,7780.11,-0.655353,-0.772838,0.00240309,-4.30161,9.98919
9180,1.5142e+06,7780.07,-0.659904,-0.774943,0.00300123,-4.30892,9.98895
9181,1.51428e+06,7780.06,-0.65823,-0.748334,-0.0149263,-4.32745,9.98878
9182,1.51436e+06,7780.06,-0.67376,-0.754412,0.0158708,-4.29944,9.98845
9183,1.51443e+06,7780.03,-0.656775,-0.751945,-0.00908451,-4.32662,9.98856
9184,1.51451e+06,7780.02,-0.656529,-0.774102,-0.0124654,-4.3463,9.98848
9185,1.51459e+06,7780.01,-0.65832,-0.743036,0.0318147,-4.36412,9.98838
9186,1.51467e+06,7779.99,-0.667336,-0.711182,0.0072552,-4.34308,9.98857
9187,1.51474e+06,7780,-0.708649,-0.712227,0.00586157,-4.36375,9.98862
9188,1.51482e+06,7780.02,-0.693201,-0.714117,-0.0188436,-4.36934,9.98874
9189,1.5149e+06,7780.03,-0.685711,-0.710585,0.00216721,-4.37149,9.98855
9190,1.51498e+06,7780.06,-0.727481,-0.722477,-0.011277,-4.3731,9.98842
9191,1.51506e+06,7780.04,-0.755855,-0.718773,0.00585186,-4.37794,9.98846
9192,1.51513e+06,7780.04,-0.753298,-0.680853,-0.0123728,-4.34362,9.98847
9193,1.51521e+06,7780.03,-0.724945,-0.678889,-0.0280763,-4.3272,9.98809
9194,1.51529e+06,7779.99,-0.750434,-0.66748,0.00887386,-4.3081,9.98778
9195,1.51537e+06,7779.98,-0.75922,-0.688549,-0.00102441,-4.27946,9.98805
9196,1.51544e+06,7779.99,-0.770137,-0.626103,-0.00396302,-4.28648,9.98761
9197,1.51552e+06,7779.97,-0.732069,-0.631512,-0.0244833,-4.29469,9.98752
9198,1.5156e+06,7779.98,-0.75436,-0.643901,-0.0144303,-4.29053,9.98742
9199,1.51568e+06,7780,-0.755533,-0.656223,-0.00246708,-4.28171,9.98773
9200,1.51576e+06,7779.98,-0.766958,-0.601988,0.0245756,-4.27794,9.98774
9201,1.51583e+06,7780.04,-0.78873,-0.590075,0.00515621,-4.29408,9.98788
9202,1.51591e+06,7780.03,-0.819554,-0.568802,0.0545152,-4.28694,9.98774
9203,1.51599e+06,7780.02,-0.776256,-0.624217,-0.00795601,-4.303,9.98773
9204,1.51607e+06,7780.05,-0.808464,-0.540278,-0.0287258,-4.29504,9.9875
9205,1.51614e+06,7780.06,-0.796177,-0.616374,-0.0107484,-4.29201,9.98711
9206,1.51622e+06,7780.02,-0.831919,-0.565498,-0.0149634,-4.27011,9.98678
9207,1.5163e+06,7780.03,-0.849392,-0.563583,0.0125399,-4.275,9.98673
9208,1.51638e+06,7780.04,-0.816049,-0.557851,0.020318,-4.26268,9.98657
9209,1.51646e+06,7780.02,-0.850667,-0.530234,-0.00980936,-4.28066,9.98658
9210,1.51653e+06,7779.99,-0.845542,-0.557591,0.0163744,-4.27241,9.98623
9211,1.51661e+06,7779.94,-0.859935,-0.528369,-0.00218543,-4.26326,9.98649
9212,1.51669e+06,7779.97,-0.850947,-0.571065,0.00166169,-4.26169,9.98609
9213,1.51677e+06,7779.95,-0.843676,-0.521031,-0.00934418,-4.29723,9.98606
9214,1.51685e+06,7779.95,-0.855573,-0.491616,0.0211058,-4.3122,9.98606
9215,1.51692e+06,7779.95,-0.860261,-0.490249,-0.0243158,-4.3062,9.9861
9216,1.517e+06,7779.98,-0.868734,-0.512322,-0.00320824,-4.33172,9.98635
9217,1.51708e+06,7779.98,-0.885874,-0.485268,-0.0253498,-4.35107,9.98635
9218,1.51716e+06,7779.98,-0.880921,-0.482163,-0.000118274,-4.35099,9.98639
9219,1.51723e+06,7780,-0.904659,-0.459808,-0.0159048,-4.37386,9.98638
9220,1.51731e+06,7780.01,-0.881718,-0.469004,0.0143489,-4.35597,9.98647
9221,1.51739e+06,7780.01,-0.90416,-0.459851,0.0240231,-4.36642,9.98663
9222,1.51747e+06,7779.99,-0.889455,-0.440161,-0.00863862,-4.35859,9.98705
9223,1.51755e+06,7779.99,-0.899335,-0.437466,-0.001495,-4.38954,9.987
9224,1.51762e+06,7779.98,-0.897217,-0.410923,-0.0241107,-4.39642,9.98707
9225,1.5177e+06,7780,-0.903525,-0.392982,-0.0153554,-4.43386,9.98707
9226,1.51778e+06,7780.03,-0.900931,-0.397546,0.0115625,-4.43194,9.98692
9227,1.51786e+06,7780.05,-0.901863,-0.383884,-0.00180162,-4.43796,9.98686
9228,1.51793e+06,7780.05,-0.942432,-0.411502,-0.000122415,-4.42252,9.98692
9229,1.51801e+06,7780.05,-0.924711,-0.358507,-0.00199688,-4.42426,9.98692
9230,1.51809e+06,7780.02,-0.89351,-0.375286,-0.00043225,-4.4095,9.98705
9231,1.51817e+06,7780.01,-0.953065,-0.368477,-0.00489899,-4.43144,9.98716
9232,1.51825e+06,7780.02,-0.92771,-0.354009,0.00323161,-4.44881,9.987
9233,1.51832e+06,7780.02,-0.952595,-0.341387,0.0233041,-4.4302,9.98708
9234,1.5184e+06,7780.02,-0.942074,-0.330388,0.0166482,-4.45914,9.98698
9235,1.51848e+06,7780.01,-0.952569,-0.287947,0.011404,-4.44963,9.9868
9236,1.51856e+06,7780.01,-0.96466,-0.332167,0.0375564,-4.44376,9.98699
9237,1.51863e+06,7780.01,-0.950591,-0.30118,-0.0287977,-4.47579,9.98688
